id,source,title,url,published_date,author,category,content,all_kecamatan,primary_kecamatan,latitude,longitude,text,sentiment,sentiment_score,scraped_at,inserted_at
1365,beritamalang_media,"Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan",https://beritamalang.media/desa-sumberejo-gelar-semarak-selamatan-ke-116-hadirkan-ragam-kesenian-dan-ritual-adat-selama-6-pekan/,2026-06-17 00:00:00+00,null,null,"Beritamalang.media
– Pemerintah Desa Sumberejo, Kecamatan Batu, Kota Batu, menggelar rangkaian acara “Semarak Selamatan Desa Sumberejo Tahun 2026” dalam rangka memperingati hari jadi desa yang ke-116. Perayaan yang mengusung tema “Nyawiji Ing Roso Guyub Rukun Mbangun Ndeso” ini berlangsung mulai 28 Mei hingga 11 Juli 2026.
Kepala Desa Sumberejo, Drs. Riyanto bersama perangkat desa mengumumkan bahwa, perayaan tahun ini dikemas lebih meriah dengan memadukan kegiatan keagamaan, kerja bakti, kirab budaya, dan pagelaran seni tradisional.
Rangkaian acara dibuka pada Kamis, 28 Mei 2026, dengan pemasangan terop agung, pemasangan penjor dan janur serentak, pembacaan tahlil di masjid dan mushola, serta sambang punden.
“Keesokan harinya, Jumat 29 Mei 2026, warga melaksanakan kerja bakti serentak se-Desa Sumberejo, dilanjutkan pembacaan khotmil Qur’an dan do’a lintas agama, serta kirab atur tumpeng bulu bekti. Puncak kegiatan awal digelar Sabtu, 30 Mei 2026, dengan hajatan selamatan desa, cluntang dawet, selamatan Sumber Ngesong, dan pagelaran ludruk Persada Dusun Sumbersari,” terang Riyanto, Rabu (17/6/2026).
Ia jelaskan, memasuki bulan Juni, kemeriahan berlanjut setiap pekan. Pagelaran campursari Denata Ngantang akan memeriahkan Kamis, 4 Juni 2026. Disusul pagelaran pencak silat Harimau Putih Jagir pada 6 Juni, hadrah banjari Al-Rodeo bersama pengajian KH. Zainur Rozikin pada 7 Juni, dan musik eletone Rodeo pada 8 Juni.
“Karang Taruna Santrean akan menampilkan pagelaran tayub pada 11 Juni, sementara turnamen tarik tambang antarwarga digelar 14 Juni di Lapangan Dusun Sumbersari. Puncak hiburan dijadwalkan Senin, 15 Juni 2026, dengan kirab Grebeg Suro, pagelaran campursari, dan penampilan bintang tamu penyanyi dangdut Silvy Kumalasari,” ujar Drs. Riyanto.
Rangkaian acara kemudian dilanjutkan dengan pagelaran ludruk Armada Dampit pada 20 Juni, gala dinner tasyakuran oleh pemuda Dusun Sumberejo pada 26 Juni, serta pagelaran rogo Samboyo Putro pada 27 Juni. Di bulan Juli, warga akan disuguhkan pagelaran ludruk Sumber Budoyo pada 4 Juli, dan ditutup dengan pengajian umum kelompok penggali kubur bersama Gus Sableng, Bardolo, Cak Suro, dan Dalang Cilik Konate pada 11 Juli 2026.
Perayaan ini diharapkan menjadi momentum mempererat tali silaturahmi dan semangat gotong royong seluruh warga Desa Sumberejo. (*)",Dampit|Ngantang|Pagelaran,Dampit,-8.2333,112.7833,"Desa Sumberejo Gelar Semarak Selamatan ke-116, Hadirkan Ragam Kesenian dan Ritual Adat Selama 6 Pekan Beritamalang.media
– Pemerintah Desa Sumberejo, Kecamatan Batu, Kota Batu, menggelar rangkaian acara “Semarak Selamatan Desa Sumberejo Tahun 2026” dalam rangka memperingati hari jadi desa yang ke-116. Perayaan yang mengusung tema “Nyawiji Ing Roso Guyub Rukun Mbangun Ndeso” ini berlangsung mulai 28 Mei hingga 11 Juli 2026.
Kepala Desa Sumberejo, Drs. Riyanto bersama perangkat desa mengumumkan bahwa, perayaan tahun ini dikemas lebih meriah dengan memadukan kegiatan keagamaan, kerja bakti, kirab budaya, dan pagelaran seni tradisional.
Rangkaian acara dibuka pada Kamis, 28 Mei 2026, dengan pemasangan terop agung, pemasangan penjor dan janur serentak, pembacaan tahlil di masjid dan mushola, serta sambang punden.
“Keesokan harinya, Jumat 29 Mei 2026, warga melaksanakan kerja bakti serentak se-Desa Sumberejo, dilanjutkan pembacaan khotmil Qur’an dan do’a lintas agama, serta kirab atur tumpeng bulu bekti. Puncak kegiatan awal digelar Sabtu, 30 Mei 2026, dengan hajatan selamatan desa, cluntang dawet, selamatan Sumber Ngesong, dan pagelaran ludruk Persada Dusun Sumbersari,” terang Riyanto, Rabu (17/6/2026).
Ia jelaskan, memasuki bulan Juni, kemeriahan berlanjut setiap pekan. Pagelaran campursari Denata Ngantang akan memeriahkan Kamis, 4 Juni 2026. Disusul pagelaran pencak silat Harimau Putih Jagir pada 6 Juni, hadrah banjari Al-Rodeo bersama pengajian KH. Zainur Rozikin pada 7 Juni, dan musik eletone Rodeo pada 8 Juni.
“Karang Taruna Santrean akan menampilkan pagelaran tayub pada 11 Juni, sementara turnamen tarik tambang antarwarga digelar 14 Juni di Lapangan Dusun Sumbersari. Puncak hiburan dijadwalkan Senin, 15 Juni 2026, dengan kirab Grebeg Suro, pagelaran campursari, dan penampilan bintang tamu penyanyi dangdut Silvy Kumalasari,” ujar Drs. Riyanto.
Rangkaian acara kemudian dilanjutkan dengan pagelaran ludruk Armada Dampit pada 20 Juni, gala dinner tasyakuran oleh pemuda Dusun Sumberejo pada 26 Juni, serta pagelaran rogo Samboyo Putro pada 27 Juni. Di bulan Juli, warga akan disuguhkan pagelaran ludruk Sumber Budoyo pada 4 Juli, dan ditutup dengan pengajian umum kelompok penggali kubur bersama Gus Sableng, Bardolo, Cak Suro, dan Dalang Cilik Konate pada 11 Juli 2026.
Perayaan ini diharapkan menjadi momentum mempererat tali silaturahmi dan semangat gotong royong seluruh warga Desa Sumberejo. (*)",positive,0.54534387588501,2026-06-25 03:19:54.860675+00,2026-06-25 03:20:12.304478+00
1366,malangposco,Bawa Misi Pertanian Kreatif Kota Batu ke Panggung Nasional,https://malangposcomedia.id/bawa-misi-pertanian-kreatif-kota-batu-ke-panggung-nasional/,2026-06-24 00:00:00+00,null,null,"Alfredo Dhilan Peraih Young Ambassador Agriculture 202
6
Pertanian diidentikkan dengan lumpur, peluh di bawah terik matahari, dan masa depan yang samar. Namun di tangan Alfredo Dhilan ST, narasi usang itu perlahan runtuh. Pemuda asal Desa Tulungrejo, Kecamatan Bumiaji, Kota Batu ini baru saja mengukir prestasi gemilang. Ia terpilih menjadi Young Ambassador Agriculture (YAA) 2026.
MALANG POSCO MEDIA-Bagi Edo, sapaan akrab Alfredo Dhilan, Young Ambassador Agriculture (YAA) 2026 bukan sekadar piala pajangan. Ini adalah corong pengeras suara untuk membawa semangat baru bagi regenerasi petani di Indonesia, khususnya di tanah kelahirannya, Kota Batu.
​Lahir di Batu pada 29 Agustus 1992, Edo tumbuh di lingkungan keluarga petani. Ia menyaksikan betul bagaimana suburnya tanah Batu menghasilkan komoditas unggulan. Namun, lulusan S1 Teknik Pengairan Universitas Brawijaya ini juga menangkap ada mata rantai yang hilang.
​”Kota Batu dikenal sebagai kota agro. Namun, kami melihat saat itu Kota Batu belum memiliki agroindustri atau hilirisasi produk yang mampu menjadi representasi dari kebesaran nama kota ini,” ungkap Edo kepada Malang Posco Media.
​Kegelisahan itulah yang mendorongnya melahirkan CV Dhilanmesindo dengan produk inovatifnya, Apel Celup. Edo sadar, untuk menaikkan kelas petani lokal, pertanian tidak bisa lagi dipandang sekadar aktivitas cocok tanam tradisional di hulu. Pertanian harus dikelola sebagai industri terintegrasi dari hulu hingga ke hilir.
​Saat ini, dunia agrobisnis dihadapkan pada ancaman nyata seperti minimnya minat generasi muda. Isu utama pertanian masa depan adalah regenerasi. Edo melihat bahwa pendekatan kepada anak muda tidak bisa lagi menggunakan cara-cara lama.
​Melalui perannya sebagai YAA 2026, Edo mengusung misi utama membangun semangat mencintai sektor agraria lewat pendekatan yang kreatif, inovatif, modern, dan berkelanjutan.
​”Sektor pertanian adalah sektor masa depan yang sangat penting. Kita butuh generasi muda yang kreatif dan inovatif untuk mengubah wajah sektor ini menjadi penuh inovasi dan bernilai ekonomi tinggi,” tegas pemuda yang memiliki hobi bermusik ini.
​Untuk mewujudkannya, Edo tidak berjalan sendiri. Bersama jejaring Young Ambassador dari berbagai daerah di Indonesia, ia tengah mematangkan program edukasi pertanian kreatif yang menyasar pelajar dan mahasiswa.
Pemanfaatan media sosial, workshop, dan kolaborasi lintas komunitas akan menjadi senjata utamanya untuk memoles citra pertanian agar dilirik generasi Z dan milenial.
​Langkah Edo selaras dengan arah kebijakan pemerintah daerah yang tengah berupaya mengembalikan kejayaan Kota Batu sebagai sektor unggulan lewat konsep Kota Agro Kreatif. Konsep ini menggabungkan optimalisasi lahan, sentuhan teknologi tepat guna, pariwisata, hingga pengolahan pasca-panen.
​Namun, Edo mengingatkan bahwa ekosistem ini membutuhkan fondasi yang kokoh secara menyeluruh.
Mulai ​sisi hulu dengan pnyediaan infrastruktur yang memadai (seperti akses jalan ladang) dan dukungan permodalan.
Kemudian ​sisi hilir seperti modernisasi teknologi, penguatan pasar, serta regulasi dan perlindungan terhadap industri pengolahan hasil pertanian lokal.
​”Kolaborasi adalah kunci. Petani tidak bisa berdiri sendiri. Harus didukung kebijakan regulasi yang tepat dari pemerintah, modernisasi teknologi dan pemasaran dari pihak swasta, serta kesadaran masyarakat untuk bangga menggunakan produk lokal,” jelasnya terperinci.
​Di tengah laju modernisasi, Edo yang memiliki latar belakang keilmuan teknik pengairan ini juga sangat menaruh perhatian pada isu ketahanan pangan dan kelestarian alam. Baginya, pemenuhan kebutuhan pangan nasional tidak boleh mengorbankan ekologi.
​”Menyeimbangkan kebutuhan pangan dengan pelestarian lingkungan harus dilakukan melalui praktik pertanian berkelanjutan (sustainable agriculture). Kita bergerak maju, meningkatkan produktivitas, tanpa mengesampingkan dampak lingkungan yang ditimbulkan,” papar Edo. ​Dari sudut Desa Tulungrejo, Alfredo Dhilan kini bersiap membawa harum nama Kota Batu. Ia membawa sebuah pesan kuat bagi anak muda di seluruh negeri: bahwa menjadi petani di era modern adalah sebuah kebanggaan, sebuah inovasi, dan masa depan yang menjanjikan. (eri/van)",,null,null,null,"Bawa Misi Pertanian Kreatif Kota Batu ke Panggung Nasional Alfredo Dhilan Peraih Young Ambassador Agriculture 202
6
Pertanian diidentikkan dengan lumpur, peluh di bawah terik matahari, dan masa depan yang samar. Namun di tangan Alfredo Dhilan ST, narasi usang itu perlahan runtuh. Pemuda asal Desa Tulungrejo, Kecamatan Bumiaji, Kota Batu ini baru saja mengukir prestasi gemilang. Ia terpilih menjadi Young Ambassador Agriculture (YAA) 2026.
MALANG POSCO MEDIA-Bagi Edo, sapaan akrab Alfredo Dhilan, Young Ambassador Agriculture (YAA) 2026 bukan sekadar piala pajangan. Ini adalah corong pengeras suara untuk membawa semangat baru bagi regenerasi petani di Indonesia, khususnya di tanah kelahirannya, Kota Batu.
​Lahir di Batu pada 29 Agustus 1992, Edo tumbuh di lingkungan keluarga petani. Ia menyaksikan betul bagaimana suburnya tanah Batu menghasilkan komoditas unggulan. Namun, lulusan S1 Teknik Pengairan Universitas Brawijaya ini juga menangkap ada mata rantai yang hilang.
​”Kota Batu dikenal sebagai kota agro. Namun, kami melihat saat itu Kota Batu belum memiliki agroindustri atau hilirisasi produk yang mampu menjadi representasi dari kebesaran nama kota ini,” ungkap Edo kepada Malang Posco Media.
​Kegelisahan itulah yang mendorongnya melahirkan CV Dhilanmesindo dengan produk inovatifnya, Apel Celup. Edo sadar, untuk menaikkan kelas petani lokal, pertanian tidak bisa lagi dipandang sekadar aktivitas cocok tanam tradisional di hulu. Pertanian harus dikelola sebagai industri terintegrasi dari hulu hingga ke hilir.
​Saat ini, dunia agrobisnis dihadapkan pada ancaman nyata seperti minimnya minat generasi muda. Isu utama pertanian masa depan adalah regenerasi. Edo melihat bahwa pendekatan kepada anak muda tidak bisa lagi menggunakan cara-cara lama.
​Melalui perannya sebagai YAA 2026, Edo mengusung misi utama membangun semangat mencintai sektor agraria lewat pendekatan yang kreatif, inovatif, modern, dan berkelanjutan.
​”Sektor pertanian adalah sektor masa depan yang sangat penting. Kita butuh generasi muda yang kreatif dan inovatif untuk mengubah wajah sektor ini menjadi penuh inovasi dan bernilai ekonomi tinggi,” tegas pemuda yang memiliki hobi bermusik ini.
​Untuk mewujudkannya, Edo tidak berjalan sendiri. Bersama jejaring Young Ambassador dari berbagai daerah di Indonesia, ia tengah mematangkan program edukasi pertanian kreatif yang menyasar pelajar dan mahasiswa.
Pemanfaatan media sosial, workshop, dan kolaborasi lintas komunitas akan menjadi senjata utamanya untuk memoles citra pertanian agar dilirik generasi Z dan milenial.
​Langkah Edo selaras dengan arah kebijakan pemerintah daerah yang tengah berupaya mengembalikan kejayaan Kota Batu sebagai sektor unggulan lewat konsep Kota Agro Kreatif. Konsep ini menggabungkan optimalisasi lahan, sentuhan teknologi tepat guna, pariwisata, hingga pengolahan pasca-panen.
​Namun, Edo mengingatkan bahwa ekosistem ini membutuhkan fondasi yang kokoh secara menyeluruh.
Mulai ​sisi hulu dengan pnyediaan infrastruktur yang memadai (seperti akses jalan ladang) dan dukungan permodalan.
Kemudian ​sisi hilir seperti modernisasi teknologi, penguatan pasar, serta regulasi dan perlindungan terhadap industri pengolahan hasil pertanian lokal.
​”Kolaborasi adalah kunci. Petani tidak bisa berdiri sendiri. Harus didukung kebijakan regulasi yang tepat dari pemerintah, modernisasi teknologi dan pemasaran dari pihak swasta, serta kesadaran masyarakat untuk bangga menggunakan produk lokal,” jelasnya terperinci.
​Di tengah laju modernisasi, Edo yang memiliki latar belakang keilmuan teknik pengairan ini juga sangat menaruh perhatian pada isu ketahanan pangan dan kelestarian alam. Baginya, pemenuhan kebutuhan pangan nasional tidak boleh mengorbankan ekologi.
​”Menyeimbangkan kebutuhan pangan dengan pelestarian lingkungan harus dilakukan melalui praktik pertanian berkelanjutan (sustainable agriculture). Kita bergerak maju, meningkatkan produktivitas, tanpa mengesampingkan dampak lingkungan yang ditimbulkan,” papar Edo. ​Dari sudut Desa Tulungrejo, Alfredo Dhilan kini bersiap membawa harum nama Kota Batu. Ia membawa sebuah pesan kuat bagi anak muda di seluruh negeri: bahwa menjadi petani di era modern adalah sebuah kebanggaan, sebuah inovasi, dan masa depan yang menjanjikan. (eri/van)",positive,0.690212190151215,2026-06-25 03:20:51.550581+00,2026-06-25 03:21:42.856457+00
1367,malangposco,"MBG Libur, Momentum Audit Menyeluruh",https://malangposcomedia.id/mbg-libur-momentun-audit-menyeluruh/,2026-06-24 00:00:00+00,null,null,"SPPG Berpotensi Langgar Administrasi hingga Rawan Pidana
MALANG POSCO MEDIA- Penghentian sementara operasional Satuan Pelayanan Pemenuhan Gizi (SPPG) selama libur sekolah jadi momentum evaluasi dan audit secara menyeluruh. Apalagi program andalan Presiden Prabowo Subianto ini belakangan disorot karena rawan korupsi.
(baca grafis)
Pakar Hukum Tata Negara (HTN) Universitas Brawijaya (UB) Dr Aan Eko Widianto SH MHum menegaskan bahwa audit terhadap SPPG tidak boleh hanya berfokus pada aspek administrasi semata. Menurutnya, pemeriksaan harus mencakup seluruh aspek tata kelola agar kualitas layanan dan akuntabilitas program tetap terjaga.
“Evaluasi SPPG seharusnya dilakukan secara menyeluruh, bukan hanya pada aspek administrasi, tetapi juga legalitas yayasan, tata kelola keuangan, pengadaan bahan pangan, keamanan pangan, kualitas pelayanan, hingga transparansi penggunaan anggaran,” katanya kepada Malang Posco Media, Rabu (24/6) kemarin.
Menurut Dekan Fakultas Hukum (FH) UB tersebut, masa libur sekolah merupakan waktu yang tepat untuk melaksanakan audit kepatuhan (compliance audit). Dengan demikian, ketika layanan kembali beroperasi, seluruh SPPG telah memenuhi standar yang ditetapkan pemerintah.
“Kebijakan penghentian sementara operasional selama libur sekolah memang diarahkan untuk optimalisasi tata kelola dan efisiensi program,” tambahnya.
Selain evaluasi internal, Aan juga menegaskan bahwa aparat penegak hukum memiliki kewenangan untuk menindak SPPG maupun pengurus yayasan yang terafiliasi dengan pelaku tindak pidana apabila ditemukan bukti pelanggaran hukum.
Ia menekankan bahwa status sebagai pelaksana program strategis nasional, tidak memberikan kekebalan hukum kepada siapa pun. Termasuk BGN hingga SPPG tersebut.
“Justru karena menggunakan dana publik dan menjalankan pelayanan publik, standar akuntabilitasnya harus lebih tinggi,” tegasnya.
Meski demikian, ia mengingatkan bahwa setiap proses penegakan hukum tetap harus berdasarkan alat bukti yang sah. Selain itu, juga harus menjunjung tinggi asas due process of law yang berarti bahwa setiap individu berhak mendapatkan perlakuan yang adil, tidak sewenang-wenang, dan sesuai dengan prosedur yang sah dari negara.
Lebih lanjut, Aan menilai program MBG merupakan program strategis pemerintah yang berkaitan langsung dengan pemenuhan hak masyarakat atas pelayanan gizi. Karena itu, setiap penyimpangan yang terjadi tidak hanya berdampak secara administratif, tetapi juga berpotensi menurunkan kepercayaan publik terhadap negara.
“Apabila ditemukan penyalahgunaan yayasan sebagai kedok usaha, manipulasi pengadaan, mark-up, atau konflik kepentingan, maka penegakan hukum harus dilakukan secara tegas tanpa mengganggu keberlangsungan pelayanan kepada masyarakat. Pihak yang harus dihukum adalah pelaku penyimpangannya, bukan programnya,” jelasnya.
Untuk mencegah potensi penyimpangan, Aan mendorong BGN untuk memperkuat sistem pengawasan. Ini dilakukan sejak tahap awal pelaksanaan program dengan berdirinya SPPG.
Ia menyarankan agar dilakukan verifikasi menyeluruh terhadap beneficial owner yayasan, membuka data kepemilikan dan afiliasi pengurus, menerapkan audit berkala berbasis risiko, memperkuat kanal pengaduan masyarakat, serta membangun kolaborasi dengan berbagai lembaga pengawas dan penegak hukum.
“Transparansi merupakan instrumen pencegahan yang jauh lebih efektif dibanding hanya mengandalkan penindakan setelah kerugian terjadi,” katanya.
Aan juga menilai lembaga pengawas eksternal seperti Badan Pemeriksa Keuangan (BPK) perlu terlibat lebih aktif apabila ditemukan indikasi penyimpangan dalam pengelolaan program.
Menurutnya, BPK dapat melakukan audit investigatif bahkan audit forensik untuk menelusuri potensi kerugian negara maupun dugaan penyalahgunaan kewenangan.
Sementara itu, Kejaksaan dan Kepolisian dinilai tidak perlu menunggu adanya laporan masyarakat apabila telah terdapat informasi awal yang cukup terkait dugaan tindak pidana korupsi. (rex/van)",,null,null,null,"MBG Libur, Momentum Audit Menyeluruh SPPG Berpotensi Langgar Administrasi hingga Rawan Pidana
MALANG POSCO MEDIA- Penghentian sementara operasional Satuan Pelayanan Pemenuhan Gizi (SPPG) selama libur sekolah jadi momentum evaluasi dan audit secara menyeluruh. Apalagi program andalan Presiden Prabowo Subianto ini belakangan disorot karena rawan korupsi.
(baca grafis)
Pakar Hukum Tata Negara (HTN) Universitas Brawijaya (UB) Dr Aan Eko Widianto SH MHum menegaskan bahwa audit terhadap SPPG tidak boleh hanya berfokus pada aspek administrasi semata. Menurutnya, pemeriksaan harus mencakup seluruh aspek tata kelola agar kualitas layanan dan akuntabilitas program tetap terjaga.
“Evaluasi SPPG seharusnya dilakukan secara menyeluruh, bukan hanya pada aspek administrasi, tetapi juga legalitas yayasan, tata kelola keuangan, pengadaan bahan pangan, keamanan pangan, kualitas pelayanan, hingga transparansi penggunaan anggaran,” katanya kepada Malang Posco Media, Rabu (24/6) kemarin.
Menurut Dekan Fakultas Hukum (FH) UB tersebut, masa libur sekolah merupakan waktu yang tepat untuk melaksanakan audit kepatuhan (compliance audit). Dengan demikian, ketika layanan kembali beroperasi, seluruh SPPG telah memenuhi standar yang ditetapkan pemerintah.
“Kebijakan penghentian sementara operasional selama libur sekolah memang diarahkan untuk optimalisasi tata kelola dan efisiensi program,” tambahnya.
Selain evaluasi internal, Aan juga menegaskan bahwa aparat penegak hukum memiliki kewenangan untuk menindak SPPG maupun pengurus yayasan yang terafiliasi dengan pelaku tindak pidana apabila ditemukan bukti pelanggaran hukum.
Ia menekankan bahwa status sebagai pelaksana program strategis nasional, tidak memberikan kekebalan hukum kepada siapa pun. Termasuk BGN hingga SPPG tersebut.
“Justru karena menggunakan dana publik dan menjalankan pelayanan publik, standar akuntabilitasnya harus lebih tinggi,” tegasnya.
Meski demikian, ia mengingatkan bahwa setiap proses penegakan hukum tetap harus berdasarkan alat bukti yang sah. Selain itu, juga harus menjunjung tinggi asas due process of law yang berarti bahwa setiap individu berhak mendapatkan perlakuan yang adil, tidak sewenang-wenang, dan sesuai dengan prosedur yang sah dari negara.
Lebih lanjut, Aan menilai program MBG merupakan program strategis pemerintah yang berkaitan langsung dengan pemenuhan hak masyarakat atas pelayanan gizi. Karena itu, setiap penyimpangan yang terjadi tidak hanya berdampak secara administratif, tetapi juga berpotensi menurunkan kepercayaan publik terhadap negara.
“Apabila ditemukan penyalahgunaan yayasan sebagai kedok usaha, manipulasi pengadaan, mark-up, atau konflik kepentingan, maka penegakan hukum harus dilakukan secara tegas tanpa mengganggu keberlangsungan pelayanan kepada masyarakat. Pihak yang harus dihukum adalah pelaku penyimpangannya, bukan programnya,” jelasnya.
Untuk mencegah potensi penyimpangan, Aan mendorong BGN untuk memperkuat sistem pengawasan. Ini dilakukan sejak tahap awal pelaksanaan program dengan berdirinya SPPG.
Ia menyarankan agar dilakukan verifikasi menyeluruh terhadap beneficial owner yayasan, membuka data kepemilikan dan afiliasi pengurus, menerapkan audit berkala berbasis risiko, memperkuat kanal pengaduan masyarakat, serta membangun kolaborasi dengan berbagai lembaga pengawas dan penegak hukum.
“Transparansi merupakan instrumen pencegahan yang jauh lebih efektif dibanding hanya mengandalkan penindakan setelah kerugian terjadi,” katanya.
Aan juga menilai lembaga pengawas eksternal seperti Badan Pemeriksa Keuangan (BPK) perlu terlibat lebih aktif apabila ditemukan indikasi penyimpangan dalam pengelolaan program.
Menurutnya, BPK dapat melakukan audit investigatif bahkan audit forensik untuk menelusuri potensi kerugian negara maupun dugaan penyalahgunaan kewenangan.
Sementara itu, Kejaksaan dan Kepolisian dinilai tidak perlu menunggu adanya laporan masyarakat apabila telah terdapat informasi awal yang cukup terkait dugaan tindak pidana korupsi. (rex/van)",negative,0.732939422130585,2026-06-25 03:20:51.958656+00,2026-06-25 03:21:42.856457+00
1368,malangposco,"Sapu CCTV, Polisi Buru Perampok di Sumberpucung",https://malangposcomedia.id/sapu-cctv-polisi-buru-perampok-di-sumberpucung/,2026-06-24 00:00:00+00,null,null,"MALANG POSCO MEDIA
, MALANG – Satuan Reserse Kriminal (Satreskrim) Polres Malang bergerak cepat menyelidiki pelaku penyekapan lansia berusia 62 tahun di Jalan KH Ahmad Dahlan, Desa/Kecamatan Sumberpucung, Kabupaten Malang, Minggu (21/6) dini hari lalu.
Korban bernama Jatiningwigati. Ibu tiga anak ini sempat mengalami luka lecet di lehernya setelah diancam oleh pelaku menggunakan pisau.
Polisi saat ini terus mengumpulkan petunjuk dari tempat kejadian perkara (TKP) maupun sekitarnya, untuk melacak jejak pelaku yang membawa kabur satu unit mobil Jazz beserta dompet berisi uang.
Kasatreskrim Polres Malang, AKP Hafiz Prasetia Akbar, menegaskan bahwa pihaknya telah menerjunkan tim ke lapangan untuk melakukan serangkaian langkah investigatif.
“Kami sudah melaksanakan olah TKP dan sampai saat ini anggota masih melakukan penyelidikan terkait kasus tersebut,” kata dia saat ditemui di Mapolres Malang, Rabu (24/6).
Polisi juga telah melakukan rekonstruksi peristiwa bersama korban, Jatiningwigati secara langsung.
AKP Hafiz memastikan bahwa pihaknya juga melakukan penyelidikan mendalam melalui jejak sidik jari pelaku di setiap ruang rumah.
“Tentu pasti kami lakukan dalam olah TKP dan rekonstruksi bersama dengan korban,” kata Hafiz.
Pemeriksaan sidik jari maupun pengecekan kerusakan pada jendela atau pintu rumah, Hafiz menegaskan seluruhnya juga sudah dicover dan diamankan saat olah TKP.
Informasi yang didapat Malang Posco Media dari keluarga korban bahwa seorang pelaku masuk melalui gerbang rumah samping belakang. Kemudian, pelaku keluar melalui gerbang depan rumah membawa kabur mobil Jazz.
Usai kejadian, lanjut Hafiz, korban langsung melapor ke tetangga yang kemudian direspon oleh Polsek Sumberpucung untuk pengamanan TKP.
“Kalau dari hasil visum luka memang ada penyekapan terhadap korban. Namun, kondisi korban saat ini sudah recovery dan sudah melaksanakan kegiatannya sehari-hari,” terangnya.
Satreskrim Polres Malang juga menyisir keberadaan kamera pengawas atau CCTV, baik yang terpasang di sekitar rumah korban maupun di jalur-jalur yang berpotensi menjadi rute pelarian pelaku.
“CCTV tentunya dalam ranah penyelidikan. Kami juga sudah menyapu CCTV di seluruh area,” pungkas Hafiz. (den/jon)",Sumberpucung,Sumberpucung,-8.1667,112.5333,"Sapu CCTV, Polisi Buru Perampok di Sumberpucung MALANG POSCO MEDIA
, MALANG – Satuan Reserse Kriminal (Satreskrim) Polres Malang bergerak cepat menyelidiki pelaku penyekapan lansia berusia 62 tahun di Jalan KH Ahmad Dahlan, Desa/Kecamatan Sumberpucung, Kabupaten Malang, Minggu (21/6) dini hari lalu.
Korban bernama Jatiningwigati. Ibu tiga anak ini sempat mengalami luka lecet di lehernya setelah diancam oleh pelaku menggunakan pisau.
Polisi saat ini terus mengumpulkan petunjuk dari tempat kejadian perkara (TKP) maupun sekitarnya, untuk melacak jejak pelaku yang membawa kabur satu unit mobil Jazz beserta dompet berisi uang.
Kasatreskrim Polres Malang, AKP Hafiz Prasetia Akbar, menegaskan bahwa pihaknya telah menerjunkan tim ke lapangan untuk melakukan serangkaian langkah investigatif.
“Kami sudah melaksanakan olah TKP dan sampai saat ini anggota masih melakukan penyelidikan terkait kasus tersebut,” kata dia saat ditemui di Mapolres Malang, Rabu (24/6).
Polisi juga telah melakukan rekonstruksi peristiwa bersama korban, Jatiningwigati secara langsung.
AKP Hafiz memastikan bahwa pihaknya juga melakukan penyelidikan mendalam melalui jejak sidik jari pelaku di setiap ruang rumah.
“Tentu pasti kami lakukan dalam olah TKP dan rekonstruksi bersama dengan korban,” kata Hafiz.
Pemeriksaan sidik jari maupun pengecekan kerusakan pada jendela atau pintu rumah, Hafiz menegaskan seluruhnya juga sudah dicover dan diamankan saat olah TKP.
Informasi yang didapat Malang Posco Media dari keluarga korban bahwa seorang pelaku masuk melalui gerbang rumah samping belakang. Kemudian, pelaku keluar melalui gerbang depan rumah membawa kabur mobil Jazz.
Usai kejadian, lanjut Hafiz, korban langsung melapor ke tetangga yang kemudian direspon oleh Polsek Sumberpucung untuk pengamanan TKP.
“Kalau dari hasil visum luka memang ada penyekapan terhadap korban. Namun, kondisi korban saat ini sudah recovery dan sudah melaksanakan kegiatannya sehari-hari,” terangnya.
Satreskrim Polres Malang juga menyisir keberadaan kamera pengawas atau CCTV, baik yang terpasang di sekitar rumah korban maupun di jalur-jalur yang berpotensi menjadi rute pelarian pelaku.
“CCTV tentunya dalam ranah penyelidikan. Kami juga sudah menyapu CCTV di seluruh area,” pungkas Hafiz. (den/jon)",negative,0.504687011241913,2026-06-25 03:20:52.317821+00,2026-06-25 03:21:42.856457+00
