title,url,published_date,relative_date,date_source,page_num,offset,offset_index,list_page_url,source_category,excerpt,image_url,news_id,author,published_dt
Disperindag Kabupaten Malang Gelar Pasar Murah Lebaran 2026,https://timesindonesia.co.id/pemerintahan/581371/disperindag-kabupaten-malang-gelar-pasar-murah-lebaran-2026,2026-03-09,,api,28,243,6,https://timesindonesia.co.id/api/news/all?news_type=search&offset=243&title=kabupaten+malang&limit=9,Pemerintahan,Pemkab Malang melalui Disperindag menggelar Pasar Murah Lebaran 2026 di Pasar Pakisaji dan Pasar Sumedang Kepanjen.,https://cdn-1.timesmedia.co.id/images/2026/03/10/pasar-murah-lebaran-Kabupaten-Malang.jpg,581371,Achmad Fikyansyah,2026-03-09
"Tanggapi Resah Guru Soal Insentif PAUD, DPRD Kabupaten Malang Sentil Dinas Pendidikan",https://timesindonesia.co.id/peristiwa-daerah/581127/tanggapi-resah-guru-soal-insentif-paud-dprd-kabupaten-malang-sentil-dinas-pendidikan,2026-03-08,,api,28,243,7,https://timesindonesia.co.id/api/news/all?news_type=search&offset=243&title=kabupaten+malang&limit=9,Peristiwa Daerah,"Dewan meminta Dinas Pendidikan Kabupaten Malang, untuk menghitung kembali penganggaran yang dikelolanya, agar bisa tetap memenuhi hak insentif para guru PAUD/TK.",https://cdn-1.timesmedia.co.id/images/2026/03/08/Abdulloh-Satar.jpg,581127,Khoirul Amin,2026-03-08
Baru 20 KDMP di Kabupaten Malang yang Rampung Dibangun,https://timesindonesia.co.id/ekonomi/580787/baru-20-kdmp-di-kabupaten-malang-yang-rampung-dibangun,2026-03-06,,api,28,243,8,https://timesindonesia.co.id/api/news/all?news_type=search&offset=243&title=kabupaten+malang&limit=9,Ekonomi,Baru 20 Koperasi Desa Merah Putih (KDMP) di Kabupaten Malang yang telah selesai dibangun 100 persen. Sementara lainnya masih dalam tahap proses pembangunan fisik.,https://cdn-1.timesmedia.co.id/images/2026/03/06/Tito-Febrianto.jpg,580787,Achmad Fikyansyah,2026-03-06
Guru di Kabupaten Malang Pilih Prioritaskan Pendidikan Gratis Daripada MBG,https://timesindonesia.co.id/pendidikan/580628/guru-di-kabupaten-malang-pilih-prioritaskan-pendidikan-gratis-daripada-mbg,2026-03-05,,api,29,252,0,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Pendidikan,"Mending anggaran MBG-nya dialokasikan untuk pendidikan gratis, karena menurut saya itu yang lebih kita butuhkan.",https://cdn-1.timesmedia.co.id/images/2025/11/20/Makan-Bergizi-Gratis.jpg,580628,Miranda Lailatul Fitria,2026-03-05
Pendapatan Pajak Reklame Kabupaten Malang Terancam Turun 50 Persen pada 2026,https://timesindonesia.co.id/peristiwa-daerah/580539/pendapatan-pajak-reklame-kabupaten-malang-terancam-turun-50-persen-pada-2026,2026-03-04,,api,29,252,1,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Peristiwa Daerah,Pendapatan pajak reklame Kabupaten Malang diperkirakan turun lebih dari 50 persen pada 2026 akibat pengetatan aturan perizinan sesuai catatan BPK.,https://cdn-1.timesmedia.co.id/images/2026/03/04/Ali-Murtadlo.jpg,580539,Khoirul Amin,2026-03-04
Kabupaten Malang Siap Bangun Insinerator Berkapasitas 1.000 Ton Sampah per Hari,https://timesindonesia.co.id/ekonomi/580477/kabupaten-malang-siap-bangun-insinerator-berkapasitas-1000-ton-sampah-per-hari,2026-03-04,,api,29,252,2,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Ekonomi,Pemerintah Kabupaten Malang merencanakan pembangunan fasilitas insinerator dengan kapasitas hingga 1.000 ton sampah per hari.,https://cdn-1.timesmedia.co.id/images/2026/03/04/Bupati-Malang-HM-Sanusi.jpg,580477,Achmad Fikyansyah,2026-03-04
Disdik Kabupaten Malang Minta Sekolah Perbaiki Tata Kelola Dana BOS,https://timesindonesia.co.id/pendidikan/580443/disdik-kabupaten-malang-minta-sekolah-perbaiki-tata-kelola-dana-bos,2026-03-04,,api,29,252,3,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Pendidikan,Dinas Pendidikan Kabupaten Malang meminta pengelolaan Dana Bantuan Operasional Sekolah (BOS) dilakukan secara akuntabel dan sesuai regulasi.,https://cdn-1.timesmedia.co.id/images/2026/03/04/Bagus-Sulistyawan.jpg,580443,Achmad Fikyansyah,2026-03-04
Tetap Waspada! Longsor dan Pohon Tumbang Hampir Tiap Hari di Kabupaten Malang,https://timesindonesia.co.id/peristiwa-daerah/580364/tetap-waspada-longsor-dan-pohon-tumbang-hampir-tiap-hari-di-kabupaten-malang,2026-03-03,,api,29,252,4,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Peristiwa Daerah,Cuaca ekstrem terjadi merata di sejumlah wilayah di Kabupaten Malang sejak tiga hari terakhir. Tanah lomgsor dan pohon tumbang menyertainya.,https://cdn-1.timesmedia.co.id/images/2026/03/03/Material-longsor.jpg,580364,Khoirul Amin,2026-03-03
"Anggaran Turun Rp62,8 Miliar, Dinkes Kabupaten Malang Jaga Komitmen Layanan Publik",https://timesindonesia.co.id/pemerintahan/580332/anggaran-turun-rp628-miliar-dinkes-kabupaten-malang-jaga-komitmen-layanan-publik,2026-03-03,,api,29,252,5,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Pemerintahan,"Pagu anggaran 2026 untuk Dinas Kesehatan Kabupaten Malang sebesar Rp 475 miliar, termasuk untuk belanja gaji pegawai.",https://cdn-1.timesmedia.co.id/images/2026/03/03/drg.-Wiyanto-Wijoyo.jpg,580332,Khoirul Amin,2026-03-03
Pemkab Kabupaten Malang Tegaskan ASN Dilarang Gunakan Kendaraan Dinas untuk Mudik,https://timesindonesia.co.id/pemerintahan/580322/pemkab-kabupaten-malang-tegaskan-asn-dilarang-gunakan-kendaraan-dinas-untuk-mudik,2026-03-03,,api,29,252,6,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Pemerintahan,Pemkab Kabupaten Malang mengingatkan ASN agar tidak menggunakan kendaraan dinas untuk mudik Lebaran. Pelanggaran akan diproses melalui Inspektorat sesuai mekanisme disiplin yang berlaku.,https://cdn-1.timesmedia.co.id/images/2026/03/03/Yetty-Nurhayatiaf46163ccd9ee0f2.jpg,580322,Achmad Fikyansyah,2026-03-03
"Ekonomi Kabupaten Malang Tumbuh 5,92 Persen pada 2025, Tertinggi Kedua di Jatim",https://timesindonesia.co.id/ekonomi/580177/ekonomi-kabupaten-malang-tumbuh-592-persen-pada-2025-tertinggi-kedua-di-jatim,2026-03-02,,api,29,252,7,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Ekonomi,"Ekonomi Kabupaten Malang tumbuh 5,92 persen pada 2025, menempati peringkat kedua di Jawa Timur dengan dukungan kuat sektor industri, jasa, dan konsumsi rumah tangga.",https://cdn-1.timesmedia.co.id/images/2026/03/02/ekonomi-Kabupaten.jpg,580177,Achmad Fikyansyah,2026-03-02
"Dindik Kabupaten Malang Butuh Rp60 Miliar untuk Insentif Guru Non-ASN, Realisasi 2026 Masih Menunggu Efisiensi Anggaran",https://timesindonesia.co.id/pemerintahan/580155/dindik-kabupaten-malang-butuh-rp60-miliar-untuk-insentif-guru-nonasn-realisasi-2026-masih-menunggu-efisiensi-anggaran,2026-03-02,,api,29,252,8,https://timesindonesia.co.id/api/news/all?news_type=search&offset=252&title=kabupaten+malang&limit=9,Pemerintahan,Dinas Pendidikan Kabupaten Malang membutuh anggaran setidaknya Rp60 miliar untuk bantuan insentif bagi para guru non-ASN se-Kabupaten Malang.,https://cdn-1.timesmedia.co.id/images/2026/03/02/Bupati-Malang-H.-Sanusi.jpg,580155,Khoirul Amin,2026-03-02
PC GP Ansor Kabupaten Malang Kecam Serangan AS–Israel ke Iran,https://timesindonesia.co.id/peristiwa-daerah/580163/pc-gp-ansor-kabupaten-malang-kecam-serangan-asisrael-ke-iran,2026-03-02,,api,30,261,0,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Peristiwa Daerah,"Kami menolak segala bentuk agresi, penjajahan, dan kekerasan yang mencederai martabat kemanusiaan.",https://cdn-1.timesmedia.co.id/images/2026/03/02/Fatkhurrozi.jpg,580163,Hainor Rohman,2026-03-02
"Kajian Ramadan PDM Kabupaten Malang di SMK Muhammadiyah 1 Kepanjen, Kupas Fiqih Sosial-Kebencanaan",https://timesindonesia.co.id/indonesia-positif/580142/kajian-ramadan-pdm-kabupaten-malang-di-smk-muhammadiyah-1-kepanjen-kupas-fiqih-sosialkebencanaan-,2026-03-02,,api,30,261,1,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Indonesia Positif,"SMK Muhammadiyah 1 Kepanjen, Malang kembali dipercaya menjadi tempat penyelenggaraan Kajian ramadhan Pimpinan Daerah Muhammadiyah Kabupaten Malang",https://cdn-1.timesmedia.co.id/images/2026/03/02/kajian-ramadhan.jpg,580142,Syaiful Efendi,2026-03-02
Empat Kuliner Pedas Kabupaten Malang yang Mengguncang Lidah,https://timesindonesia.co.id/kuliner/580082/empat-kuliner-pedas-kabupaten-malang-yang-mengguncang-lidah,2026-03-02,,api,30,261,2,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Kuliner,Kuliner bercita rasa pedas di Kabupaten Malang tak pernah kehilangan penggemar. Ini empat kuliner pedas yang mengguncang lidah.,https://cdn-1.timesmedia.co.id/images/2026/03/02/KUliner-pedas-malang.jpg,580082,Achmad Fikyansyah,2026-03-02
"5 Rekomendasi Tempat Bukber di Kabupaten Malang, Suasana Alam dan Nyaman untuk Keluarga",https://timesindonesia.co.id/kuliner/579969/5-rekomendasi-tempat-bukber-di-kabupaten-malang-suasana-alam-dan-nyaman-untuk-keluarga,2026-03-01,,api,30,261,3,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Kuliner,"Lima rekomendasi tempat buka puasa bersama di Kabupaten Malang dengan nuansa alam, area luas, dan menu Nusantara yang cocok untuk keluarga.",https://cdn-1.timesmedia.co.id/images/2026/03/01/menu-buka.jpg,579969,Achmad Fikyansyah,2026-03-01
"Efisiensi Bikin Resah, Fraksi DPRD Soroti Bansos Insentif Guru PAUD Kabupaten Malang",https://timesindonesia.co.id/peristiwa-daerah/579911/efisiensi-bikin-resah-fraksi-dprd-soroti-bansos-insentif-guru-paud-kabupaten-malang,2026-02-28,,api,30,261,4,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Peristiwa Daerah,Efisiensi anggaran di Kabupaten Malang membuat insentif guru dan hibah BOP PAUD terancam hilang. Fraksi Golkar dan PDIP DPRD menolak dan mendesak solusi demi kesejahteraan guru.,https://cdn-1.timesmedia.co.id/images/2026/02/28/Sudarman.jpg,579911,Khoirul Amin,2026-02-28
"PU Bina Marga Kabupaten Malang Tindaklanjuti Rekomendasi, Tertibkan Pengelolaan PJU",https://timesindonesia.co.id/peristiwa-daerah/579999/pu-bina-marga-kabupaten-malang-tindaklanjuti-rekomendasi-tertibkan-pengelolaan-pju,2026-02-28,,api,30,261,5,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Peristiwa Daerah,"Dinas PU Bina Marga Kabupaten Malang melakukan verifikasi dan penataan lebih dari 13 ribu titik Penerangan Jalan Umum (PJU). Upaya ini mencakup konversi lampu LED, sinkronisasi data IDPEL bersama PLN, serta tindak lanjut rekomendasi BPK guna memperku",https://cdn-1.timesmedia.co.id/images/2026/02/28/DPUBM-Kabupaten-Malang.jpg,579999,Khoirul Amin,2026-02-28
"Disdik Kabupaten Malang Gelar DOR 2026, Perkuat Integritas dan Transparansi Pengelolaan BOS",https://timesindonesia.co.id/peristiwa-daerah/579813/disdik-kabupaten-malang-gelar-dor-2026-perkuat-integritas-dan-transparansi-pengelolaan-bos,2026-02-27,,api,30,261,6,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Peristiwa Daerah,Dinas Pendidikan Kabupaten Malang meluncurkan program Dispendik On the Road (DOR) 2026 sebagai langkah proaktif meningkatkan kualitas layanan pendidikan.,https://cdn-1.timesmedia.co.id/images/2026/02/27/Dispendik-Kab-malang.jpg,579813,Khoirul Amin,2026-02-27
Rakor MBG di Kabupaten Malang Jadi Ajang Curhat SPPG: Dapat Tekanan dari Mitra Hingga Supplier,https://timesindonesia.co.id/peristiwa-daerah/579774/rakor-mbg-di-kabupaten-malang-jadi-ajang-curhat-sppg-dapat-tekanan-dari-mitra-hingga-supplier,2026-02-27,,api,30,261,7,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Peristiwa Daerah,"Rakor Sinkronisasi dan Optimalisasi Program Makan Bergizi Gratis (MBG) di Pendopo Agung Kabupaten Malang, Jumat (27/2/2026), tak hanya diisi paparan data dan evaluasi program.",https://cdn-1.timesmedia.co.id/images/2026/02/27/Kapolres-Malang-AKBP-M-Taat-Resdi.jpg,579774,Achmad Fikyansyah,2026-02-27
"Rakor MBG di Kabupaten Malang Evaluasi Kasus Keracunan, Forkopimda Tekankan SOP dan Leadership SPPG",https://timesindonesia.co.id/peristiwa-daerah/579757/rakor-mbg-di-kabupaten-malang-evaluasi-kasus-keracunan-forkopimda-tekankan-sop-dan-leadership-sppg,2026-02-27,,api,30,261,8,https://timesindonesia.co.id/api/news/all?news_type=search&offset=261&title=kabupaten+malang&limit=9,Peristiwa Daerah,"Pemkab Malang mengevaluasi pelaksanaan Program MBG pasca kasus keracunan. Forkopimda menekankan kepatuhan SOP, kualitas bahan pangan, dan kepemimpinan kepala SPPG demi menjamin keamanan ratusan ribu penerima manfaat.",https://cdn-1.timesmedia.co.id/images/2026/02/27/Rakor-MBG-di-Kabupaten-Malang.jpg,579757,Achmad Fikyansyah,2026-02-27
