title,url,published_date,relative_date,date_source,page_num,list_page_url,source_category,excerpt,image_url,published_dt
"Pembangunan KDKMP di Kabupaten Malang Dikebut, 127 Lokasi Rampung dan Siap Operasi",https://timesindonesia.co.id/peristiwa-daerah/590575/pembangunan-kdkmp-di-kabupaten-malang-dikebut-127-lokasi-rampung-dan-siap-operasi,2026-05-16,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Pembangunan Koperasi Desa/Kelurahan Merah Putih (KDKMP) di Kabupaten Malang capai 127 dari 340 titik, didukung TNI dan PT Agrinas, jelang launching nasional KDKMP.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/16/salah-satu-bangunan-kdmp-di-kabupaten-malang-fbf3gkar.webp,2026-05-16
Sekda Kabupaten Malang: Domino Demokrasi 2026 Melatih Otak dan Insting,https://timesindonesia.co.id/olahraga/590528/sekda-kabupaten-malang-domino-demokrasi-2026-melatih-otak-dan-insting,2026-05-16,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Olahraga,"Kompetisi Domino Demokrasi 2026 di Pendopo Kabupaten Malang mempertemukan Forkopimda, partai politik, dan masyarakat untuk mengasah kecerdasan berpikir.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/16/kompetisi-domino-demokrasi-y4ljib5q.webp,2026-05-16
SMKN di Kabupaten Malang Raih Award Omzet Inkubator Bisnis Dindik Jatim,https://timesindonesia.co.id/peristiwa-daerah/590474/smkn-di-kabupaten-malang-raih-award-omzet-inkubator-bisnis-dindik-jatim,2026-05-15,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Kegiatan pembelajaran kewirausahaan melalui teaching factory (TeFa) bagi siswa SMK di Kabupaten Malang mendapatkan apresiasi khusus Dinas Pendidikan Provinsi Jawa Timur.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/15/tim-upj-aphp-smkn-1-ampelgading-hhk3owdm.webp,2026-05-15
"SPMB 2026 Dibuka Daring dan Luring, Dindik Kabupaten Malang Tekankan sesuai Juknis",https://timesindonesia.co.id/pendidikan/590469/spmb-2026-dibuka-daring-dan-luring-dindik-kabupaten-malang-tekankan-sesuai-juknis,2026-05-15,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Dinas Pendidikan (Dindik) Kabupaten Malang resmi mengumumkan jadwal Sistem Penerimaan Murid Baru (SPMB) tahun ajaran 2026/2027. Dindik menekankan SPMB 2026 sesuai petunjuk teknis (Juknis).,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/15/pengumuman-resmi-spmb-2026-7kzo8vhg.webp,2026-05-15
Dispendik Kabupaten Malang Ingatkan Guru untuk Bijak Bermedia Sosial,https://timesindonesia.co.id/pendidikan/590416/dispendik-kabupaten-malang-ingatkan-guru-untuk-bijak-bermedia-sosial,2026-05-15,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,"Penggunaan media sosial di kalangan guru, khususnya berstatus aparatur sipil negara (ASN) menjadi perhatian Dinas Pendidikan Kabupaten Malang.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/15/guru-kabupaten-malang-h7khhhgq.webp,2026-05-15
"Buntut Konflik Intenal, Perbasi Kabupaten Malang Bentuk Pengurus Baru",https://timesindonesia.co.id/olahraga/590286/buntut-konflik-intenal-perbasi-kabupaten-malang-bentuk-pengurus-baru,2026-05-14,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Olahraga,Konflik internal di tubuh Pengcab Persatuan Bola Basket Seluruh Indonesia (Perbasi) Kabupaten Malang belakangan meruncing pada dualisme yang melibatkan dua kubu kepengurusan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/14/perbasi-kabupaten-malang-mawang-sukma-perdana-77gggyts.webp,2026-05-14
Dispendik Kabupaten Malang Minta Kepala Sekolah Aktif Bina ASN,https://timesindonesia.co.id/peristiwa-daerah/590254/dispendik-kabupaten-malang-minta-kepala-sekolah-aktif-bina-asn,2026-05-14,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"Dinas Pendidikan Kabupaten Malang meminta kepala sekolah diminta lebih aktif melakukan pengawasan dan pembinaan terhadap aparatur sipil negara (ASN) di lingkungan satuan pendidikan. Sebab, pembiaran terhadap pelanggaran disiplin dapat berdampak pada",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/14/rosyta-dewi-iyusciwb.webp,2026-05-14
"Soal RDP Tertutup, Plt Ketua DPRD Kabupaten Malang: Permintaan Sekda",https://timesindonesia.co.id/pemerintahan/590281/soal-rdp-tertutup-plt-ketua-dprd-kabupaten-malang-permintaan-sekda,2026-05-14,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,"Rapat Dengar Pendapat (RDP) dengan agenda Pengawasan Tata Kelola Pemerintah Daerah, dilangsungkan tertutup oleh DPRD Kabupaten Malang,",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/14/rdp-dprd-kabupaten-malang-dibwd2ra.webp,2026-05-14
"Harlah ke-66, PMII Kabupaten Malang Satukan OKP dan Mahasiswa Lewat Turnamen Futsal",https://timesindonesia.co.id/olahraga/590182/harlah-ke66-pmii-kabupaten-malang-satukan-okp-dan-mahasiswa-lewat-turnamen-futsal,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Olahraga,PC PMII Kabupaten Malang berharap semangat kolaborasi antarorganisasi kepemudaan dan mahasiswa dapat terus terbangun untuk mendukung terciptanya iklim sosial yang harmonis dan progresif.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/turnamen-futsal-pmii-kabupaten-malang-etrcuyop.webp,2026-05-13
"DPRD Kabupaten Malang Soroti Polemik Surat Tugas Bupati, Minta Inspektorat dan BKPSDM Lakukan Pemeriksaan",https://timesindonesia.co.id/politik/590171/dprd-kabupaten-malang-soroti-polemik-surat-tugas-bupati-minta-inspektorat-dan-bkpsdm-lakukan-pemeriksaan,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,DPRD Kabupaten Malang membahas polemik surat tugas Bupati Malang dan meminta Inspektorat serta BKPSDM melakukan pemeriksaan administratif secara objektif.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/suasana-forum-rdp-dprd-kabupaten-malang-zlk1ujcv.webp,2026-05-13
"Setahun, 800 Kasus Kecelakaan terjadi di Kabupaten Malang",https://timesindonesia.co.id/hukum-kriminal/590133/setahun-800-kasus-kecelakaan-terjadi-di-kabupaten-malang,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Hukum dan Kriminal,"Jumlah kecelakaan lalu lintas di Kabupaten Malang mengalami peningkatan pada 2025. Data yang dirilis Badan Pusat Statistik Kabupaten Malang menunjukkan angka kecelakaan mencapai 800 kejadian pada 2025, naik dibandingkan tahun 2024 yang tercatat seban",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/kecelakaan-4vhymsjl.webp,2026-05-13
"Indeks Ketimpangan Gender Kabupaten Malang 2025 Naik Jadi 0,397",https://timesindonesia.co.id/pemerintahan/590131/indeks-ketimpangan-gender-kabupaten-malang-2025-naik-jadi-0397,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,"Badan Pusat Statistik (BPS) Kabupaten Malang mencatat Indeks Ketimpangan Gender (IKG) Kabupaten Malang tahun 2025 berada di angka 0,397. Angka tersebut naik 0,082 poin dibandingkan tahun 2024 yang berada pada angka 0,315.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/wanita-yang-ada-di-malang-xbbdaork.webp,2026-05-13
Alarm Demokrasi di Kabupaten Malang,https://timesindonesia.co.id/kopi-times/590071/alarm-demokrasi-di-kabupaten-malang,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Kopi TIMES,"Pemerintahan runtuh bukan karena kurang program, tetapi karena kehilangan soliditas kepemimpinan. Dan ketika kepercayaan publik mulai retak, yang dipertaruhkan bukan hanya citra kekuasaan melainkan masa depan daerah itu sendiri.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/situasi-tata-kelola-pemerintahan-e9h31gro.webp,2026-05-13
SMPN 1 Kasembon Ikuti FLS3N yang Digelar Dinas Pendidikan Kabupaten Malang,https://timesindonesia.co.id/indonesia-positif/590096/smpn-1-kasembon-ikuti-fls3n-yang-digelar-dinas-pendidikan-kabupaten-malang,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,"Siswa sekolah menengah pertama negeri 1 Kasembon, Malang mengikuti Festival Lomba Seni dan Sastra Siswa Nasional.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/smpn-1-kasembon-6pzjsqfr.webp,2026-05-13
Kabupaten Malang Krisis Kepala Sekolah Definitif,https://timesindonesia.co.id/pendidikan/590005/kabupaten-malang-krisis-kepala-sekolah-definitif,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,"Kabupaten Malang masih menghadapi krisis kepala sekolah definitif di berbagai jenjang pendidikan. Ratusan sekolah, mulai tingkat TK, SD, hingga SMP, saat ini masih dipimpin oleh pelaksana tugas (Plt) kepala sekolah.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/sanusi-1a6dh5d6.webp,2026-05-13
DBHCHT 2026 Kabupaten Malang Difokuskan Tingkatkan Kesejahteraan Petani Tembakau,https://timesindonesia.co.id/ekonomi/590011/dbhcht-2026-kabupaten-malang-difokuskan-tingkatkan-kesejahteraan-petani-tembakau,2026-05-13,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,Pemerintah Kabupaten Malang mendorong optimalisasi penggunaan Dana Bagi Hasil Cukai Hasil Tembakau (DBHCHT) Tahun 2026 untuk meningkatkan kesejahteraan petani tembakau.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/13/budiar-anwar-mlewcvvi.webp,2026-05-13
"Sentra Pisang di Kabupaten Malang Ada di Lima Kecamatan, Produksi Terus Meningkat",https://timesindonesia.co.id/ekonomi/589963/sentra-pisang-di-kabupaten-malang-ada-di-lima-kecamatan-produksi-terus-meningkat,2026-05-12,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Produksi hasil perkebunan pisang di Kabupaten Malang terus meningkat dari tahun ke tahun secara bertahap. Terakhir, pada 2025 tercatat produksi pisang mencapai 1,4 ribu ton lebih.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/12/sentra-pisang-kabupaten-malang-xg3gdy3i.webp,2026-05-12
"Hongkong Jadi Tujuan Utama Pekerja Migran Asal Kabupaten Malang, Taiwan Menyusul di Posisi Kedua",https://timesindonesia.co.id/peristiwa-daerah/589869/hongkong-jadi-tujuan-utama-pekerja-migran-asal-kabupaten-malang-taiwan-menyusul-di-posisi-kedua,2026-05-12,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Hongkong masih menjadi negara tujuan utama pekerja migran asal Kabupaten Malang.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/12/sebaran-tki-kabupaten-malang-4d5o1jkk.webp,2026-05-12
"Konflik Internal Perbasi Kabupaten Malang Memanas, Delapan Pengurus Mundur dan Desak Muskablub",https://timesindonesia.co.id/peristiwa-daerah/589816/konflik-internal-perbasi-kabupaten-malang-memanas-delapan-pengurus-mundur-dan-desak-muskablub,2026-05-11,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Konflik internal Perbasi Kabupaten Malang memicu pengunduran diri delapan pengurus. Mereka menilai ketua tidak transparan dalam pengelolaan organisasi dan mendesak digelarnya Muscab Luar Biasa.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/11/perbasi-kabupaten-malang-7axzx6wr.webp,2026-05-11
Kabupaten Malang Dilirik Korea Selatan untuk Proyek Smart City Berbasis AI,https://timesindonesia.co.id/pemerintahan/589776/kabupaten-malang-dilirik-korea-selatan-untuk-proyek-smart-city-berbasis-ai,2026-05-11,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Kabupaten Malang mulai dilirik sebagai lokasi pengembangan teknologi kota pintar berbasis kecerdasan buatan atau Artificial Intelligence (AI). Pemerintah Kabupaten Malang pun membuka peluang kerja sama internasional dengan delegasi Green Blue Consort,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/11/kunjungan-delegasi-green-blue-consortium-wlsautfm.webp,2026-05-11
"FLS3N SMP Kabupaten Malang, Ratusan Talenta Pelajar Antusias Unjuk Bakat",https://timesindonesia.co.id/pendidikan/589488/fls3n-smp-kabupaten-malang-ratusan-talenta-pelajar-antusias-unjuk-bakat,2026-05-09,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,"FLS3N SMP tingkat Kabupaten Malang diikuti 588 peserta dari 8 cabang lomba: ilustrasi, mendongeng, menulis cerita, ansambel, kreativitas musik tradisional, menyanyi solo, pantomim, tari kreasi.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/09/fls3n-smp-tingkat-kabupaten-malang-ewyyhnzx.webp,2026-05-09
LPPM UMAIN Bangun Kolaborasi dengan Disperindag Kabupaten Malang Perkuat UMKM Desa,https://timesindonesia.co.id/indonesia-positif/589090/lppm-umain-bangun-kolaborasi-dengan-disperindag-kabupaten-malang-perkuat-umkm-desa,2026-05-07,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,Kolaborasi antara LPPM UMAIN dan Disperindag Kabupaten Malang diharapkan dapat menjadi model sinergi antara dunia akademik dan pemerintah daerah dalam membangun ekonomi masyarakat berbasis potensi desa.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/07/lppm-umain-xjgngrqc.webp,2026-05-07
"MoU GP Ansor Kabupaten Malang dan BPJS Ketenagakerjaan Kepanjen, Dorong Gerakan Sadar Jaminan Sosial hingga Desa",https://timesindonesia.co.id/peristiwa-daerah/589083/mou-gp-ansor-kabupaten-malang-dan-bpjs-ketenagakerjaan-kepanjen-dorong-gerakan-sadar-jaminan-sosial-hingga-desa,2026-05-07,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Kerja sama dengan GP Ansor mampu menjadi pintu masuk memperluas cakupan perlindungan sosial ketenagakerjaan di Kabupaten Malang.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/07/gp-ansor-kabupaten-malang-bersama-bpjs-ketenagakerjaan-malang-3-10orcdeu.webp,2026-05-07
BPJS Ketenagakerjaan Kepanjen Perluas Perlindungan Pekerja Informal di Kabupaten Malang,https://timesindonesia.co.id/peristiwa-daerah/589077/bpjs-ketenagakerjaan-kepanjen-perluas-perlindungan-pekerja-informal-di-kabupaten-malang,2026-05-07,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,"BPJS Ketenagakerjaan memperluas cakupan perlindungan, terutama di sektor informal yang selama ini belum tersentuh secara optimal.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/07/zakky-ibrahim-xmx4jdft.webp,2026-05-07
"Puluhan SD di Kabupaten Malang Jalani Merger, Dispendik: Fokus Efektivitas Pembelajaran",https://timesindonesia.co.id/pendidikan/588944/puluhan-sd-di-kabupaten-malang-jalani-merger-dispendik-fokus-efektivitas-pembelajaran,2026-05-06,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Sekitar 40 SD di Kabupaten Malang menjalani merger untuk meningkatkan efektivitas pembelajaran dan efisiensi pengelolaan sekolah.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/06/sekolah-dengan-murid-sedikit-di-dalam-satu-sd-di-kabupaten-malang-g4vurb4m.webp,2026-05-06
"40 Tim SMP se-Kabupaten Malang Ikuti Lomba PKS, SMPN 1 Donomulyo Juara Umum",https://timesindonesia.co.id/indonesia-positif/588941/40-tim-smp-sekabupaten-malang-ikuti-lomba-pks-smpn-1-donomulyo-juara-umum,2026-05-06,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,"Lomba Kreasi Baris-Berbaris Patroli Keamanan Sekolah (PKS) yang diikuti tim SMP se-Kabupaten Malang digelar di halaman Kantor Satpas Prototipe Polres Malang, Kepanjen, Selasa (5/5/2026) malam.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/06/smpn-1-donomulyo-ve0bomc4.webp,2026-05-06
"Percepat Tanam, Polbangtan Malang Sinkronkan Data LTT se-Kabupaten Malang",https://timesindonesia.co.id/indonesia-positif/588894/percepat-tanam-polbangtan-malang-sinkronkan-data-ltt-sekabupaten-malang,2026-05-06,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,Upaya percepatan tanam terus diperkuat melalui Konsolidasi Data Luas Tambah Tanam (LTT) yang digelar Polbangtan Malang.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/06/polbangtan-malang-qpeibvuc.webp,2026-05-06
"Gaduh di Dewan, Ketua Fraksi PKB-PDIP DPRD Kabupaten Malang Bertemu",https://timesindonesia.co.id/politik/588723/gaduh-di-dewan-ketua-fraksi-pkbpdip-dprd-kabupaten-malang-bertemu,2026-05-05,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,"Dua pimpinan Fraksi DPRD Kabupaten Malang, Fraksi PKB dan PDI Perjuangan, melakukan pertemuan penting.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/05/pdip-pkb-vdxoiawn.webp,2026-05-05
Viral Kericuhan Wediawu Selatan di Medsos Picu Sorotan Keamanan Wisata Kabupaten Malang,https://timesindonesia.co.id/peristiwa-daerah/588678/viral-kericuhan-wediawu-selatan-di-medsos-picu-sorotan-keamanan-wisata-kabupaten-malang,2026-05-05,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Peristiwa Daerah,Kericuhan di Villa Wediawu Malang Selatan saat gathering karyawan memicu sorotan soal keamanan wisata dan respons warganet terkait pemicu insiden.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/05/tangkapan-layar-video-viral-di-media-sosial-5cg7malu.webp,2026-05-05
Fraksi NasDem DPRD Kabupaten Malang Siap Gunakan Hak Konstitusional Terkait Wacana Hak Angket,https://timesindonesia.co.id/politik/588534/fraksi-nasdem-dprd-kabupaten-malang-siap-gunakan-hak-konstitusional-terkait-wacana-hak-angket,2026-05-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,Fraksi NasDem DPRD Kabupaten Malang siap gunakan hak konstitusional terkait wacana hak angket di tengah dinamika politik dewan.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/04/amarta-faza-zoj7g9rb.webp,2026-05-04
Dispendik Kabupaten Malang Tekankan Kepatuhan Pengelolaan Dana BOSP Sesuai Juknis 2026,https://timesindonesia.co.id/pemerintahan/588529/dispendik-kabupaten-malang-tekankan-kepatuhan-pengelolaan-dana-bosp-sesuai-juknis-2026,2026-05-04,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pemerintahan,Dinas Pendidikan Kabupaten Malang menggandeng Inspektorat untuk memperkuat kepatuhan pengelolaan dana BOSP sesuai Permendikdasmen Nomor 8 Tahun 2026.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/04/sekolah-dan-bendahara-bosp-px8c75ym.webp,2026-05-04
"Cegah Praktik KKN dan Hoaks Medsos, Dindik Kabupaten Malang Gencarkan DOR",https://timesindonesia.co.id/pendidikan/588273/cegah-praktik-kkn-dan-hoaks-medsos-dindik-kabupaten-malang-gencarkan-dor,2026-05-02,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,"Sekretaris Dinas Pendidikan Kabupaten Malang, Rosyta Dewi, ingatkan ASN jaga integritas cegah KKN, bijak bermedsos (jempolmu harimaumu), serta layanan gratis lewat aplikasi LENTERA.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/02/sekretaris-dinas-pendidikan-kabupaten-malang-rosyta-dewi-8byp6ymr.webp,2026-05-02
177 Desa di Kabupaten Malang Masih Belum Terjamah Transportasi Online,https://timesindonesia.co.id/ekonomi/588046/177-desa-di-kabupaten-malang-masih-belum-terjamah-transportasi-online,2026-05-01,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Data terbaru yang dirilis Badan Pusat Statistik Kabupaten Malang menunjukkan, dari total 390 desa/kelurahan, sebanyak 177 wilayah masih belum memiliki layanan angkutan online.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/05/01/transportasi-online-tzoba8va.webp,2026-05-01
"Ekonomi Kabupaten Malang Tumbuh 5,92 Persen, Sektor Jasa dan Pariwisata Jadi Motor Utama",https://timesindonesia.co.id/ekonomi/587947/ekonomi-kabupaten-malang-tumbuh-592-persen-sektor-jasa-dan-pariwisata-jadi-motor-utama,2026-04-30,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Ekonomi,"Kinerja perekonomian Kabupaten Malang menunjukkan tren positif sepanjang tahun 2025. Badan Pusat Statistik (BPS) Kabupaten Malang mencatat pertumbuhan ekonomi mencapai 5,92 persen.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/04/30/balekambang-wdwfz5gh.webp,2026-04-30
DPRD Kabupaten Malang Dorong Pemberdayaan Kepala Keluarga Perempuan untuk Putus Rantai Kemiskinan,https://timesindonesia.co.id/politik/587764/dprd-kabupaten-malang-dorong-pemberdayaan-kepala-keluarga-perempuan-untuk-putus-rantai-kemiskinan,2026-04-29,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Politik,DPRD Kabupaten Malang mendorong pemberdayaan Kepala Keluarga Perempuan melalui literasi digital dan kelompok usaha bersama untuk memperkuat ekonomi keluarga.,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/04/29/dprd-kabupaten-malang-2-rvoa0fwn.webp,2026-04-29
Dispendik Kabupaten Malang Bolehkan Sekolah Ambil Upah Guru Program Sekolah Plus Ngaji dari BOS,https://timesindonesia.co.id/pendidikan/587721/dispendik-kabupaten-malang-bolehkan-sekolah-ambil-upah-guru-program-sekolah-plus-ngaji-dari-bos,2026-04-29,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Pendidikan,Dinas Pendidikan Kabupaten Malang membuka peluang pembiayaan tambahan bagi guru pengisi program Sekolah Plus Ngaji melalui dana Bantuan Operasional Sekolah (BOS).,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/04/29/sekolah-belajar-mengajar-vwcmq9mq.webp,2026-04-29
Rapim Sepakat Putuskan H. Kholiq Plt Ketua DPRD Kabupaten Malang,https://timesindonesia.co.id/indonesia-positif/587629/rapim-sepakat-putuskan-h-kholiq-plt-ketua-dprd-kabupaten-malang,2026-04-28,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,Rapat Pimpinan (Rapim) DPRD Kabupaten Malang akhirnya digelar terkait penetapan Pelaksana Tugas (Plt) Ketua DPRD,https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/04/28/wakil-ketua-dprd-kabupaten-malang-h-kholiq-yxxrimdl.webp,2026-04-28
"Siswa SMPN 2 Pakisaji Terbitkan Lima Buku Fiksi, Bukti Literasi Pelajar Kabupaten Malang Kian Menguat",https://timesindonesia.co.id/indonesia-positif/587434/siswa-smpn-2-pakisaji-terbitkan-lima-buku-fiksi-bukti-literasi-pelajar-kabupaten-malang-kian-menguat,2026-04-27,,image_url,1,/Users/tsar/Library/Mobile Documents/com~apple~CloudDocs/main/college/pkl/project/html_samples/times_indonesia_fulll.html,Indonesia Positif,"SMPN 2 Pakisaji Kabupaten Malang berhasil menerbitkan lima buku fiksi karya siswa melalui Project Based Learning, memperkuat budaya literasi pelajar dengan produk nyata.",https://cdn2.timesmedia.co.id/cdn-times/uploads/news-thumbnail/2026/04/27/smpn-2-pakisaji-kabupaten-malang-oglnjurf.webp,2026-04-27
